Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Genotype,Group,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Strain,Tissue
SRR17266418,postnatal 21 days,RNA-Seq,150,158834400,PRJNA789927,SAMN24174437,66731264,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444270,wild type,PN120,NextSeq 500,GSM5741086,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741086,Lung,SRP351417,C57BL/6,lung
SRR17266419,postnatal 21 days,RNA-Seq,150,144435900,PRJNA789927,SAMN24174438,60428025,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444269,wild type,PN120,NextSeq 500,GSM5741085,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741085,Lung,SRP351417,C57BL/6,lung
SRR17266422,postnatal 21 days,RNA-Seq,150,232812150,PRJNA789927,SAMN24174441,96404950,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444266,wild type,PN120,NextSeq 500,GSM5741082,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741082,Lung,SRP351417,C57BL/6,lung
SRR17266424,postnatal 21 days,RNA-Seq,150,149090400,PRJNA789927,SAMN24174443,61814473,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444264,wild type,PN120,NextSeq 500,GSM5741080,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741080,Lung,SRP351417,C57BL/6,lung
SRR17266429,postnatal 21 days,RNA-Seq,150,190555800,PRJNA789927,SAMN24174448,78602697,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444259,wild type,PN120,NextSeq 500,GSM5741075,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741075,Lung,SRP351417,C57BL/6,lung
SRR17266431,postnatal 21 days,RNA-Seq,150,239213100,PRJNA789927,SAMN24174450,99927080,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444257,wild type,PN120,NextSeq 500,GSM5741073,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741073,Lung,SRP351417,C57BL/6,lung
SRR17266432,postnatal 21 days,RNA-Seq,150,248074050,PRJNA789927,SAMN24174451,103386268,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444256,wild type,PN120,NextSeq 500,GSM5741072,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741072,Lung,SRP351417,C57BL/6,lung
SRR17266433,postnatal 21 days,RNA-Seq,150,191623350,PRJNA789927,SAMN24174452,79245869,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444255,wild type,PN120,NextSeq 500,GSM5741071,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741071,Lung,SRP351417,C57BL/6,lung
SRR17266435,postnatal 21 days,RNA-Seq,150,224059350,PRJNA789927,SAMN24174454,90745392,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444253,wild type,PN120,NextSeq 500,GSM5741069,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741069,Lung,SRP351417,C57BL/6,lung
SRR17266436,postnatal 21 days,RNA-Seq,150,175760850,PRJNA789927,SAMN24174455,73145084,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444252,wild type,PN120,NextSeq 500,GSM5741068,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741068,Lung,SRP351417,C57BL/6,lung
SRR17266438,postnatal 21 days,RNA-Seq,150,184864350,PRJNA789927,SAMN24174457,77829566,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444250,wild type,PN120,NextSeq 500,GSM5741066,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741066,Lung,SRP351417,C57BL/6,lung
SRR17266441,postnatal 21 days,RNA-Seq,150,214583550,PRJNA789927,SAMN24174516,89325361,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444247,wild type,PN120,NextSeq 500,GSM5741007,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741007,Lung,SRP351417,C57BL/6,lung
SRR17266443,postnatal 21 days,RNA-Seq,150,203930550,PRJNA789927,SAMN24174518,84992282,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444245,wild type,PN120,NextSeq 500,GSM5741005,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741005,Lung,SRP351417,C57BL/6,lung
SRR17266447,postnatal 21 days,RNA-Seq,150,222476100,PRJNA789927,SAMN24174522,91350622,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444241,wild type,PN120,NextSeq 500,GSM5741001,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741001,Lung,SRP351417,C57BL/6,lung
SRR17266452,postnatal 21 days,RNA-Seq,150,243823800,PRJNA789927,SAMN24174527,101362049,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444236,wild type,PN120,NextSeq 500,GSM5740996,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740996,Lung,SRP351417,C57BL/6,lung
SRR17266457,postnatal 21 days,RNA-Seq,150,241015950,PRJNA789927,SAMN24174532,99793637,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444231,wild type,PN120,NextSeq 500,GSM5740991,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740991,Lung,SRP351417,C57BL/6,lung
SRR17266463,postnatal 21 days,RNA-Seq,150,187073100,PRJNA789927,SAMN24174538,77461145,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444225,wild type,PN120,NextSeq 500,GSM5740985,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740985,Lung,SRP351417,C57BL/6,lung
SRR17266468,postnatal 21 days,RNA-Seq,150,231551550,PRJNA789927,SAMN24174543,96372939,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444220,wild type,PN120,NextSeq 500,GSM5740980,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740980,Lung,SRP351417,C57BL/6,lung
SRR17266469,postnatal 21 days,RNA-Seq,150,201761400,PRJNA789927,SAMN24174544,83666556,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444219,wild type,PN120,NextSeq 500,GSM5740979,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740979,Lung,SRP351417,C57BL/6,lung
SRR17266471,postnatal 21 days,RNA-Seq,150,239997000,PRJNA789927,SAMN24174546,100073898,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444217,wild type,PN120,NextSeq 500,GSM5740977,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740977,Lung,SRP351417,C57BL/6,lung
SRR17266472,postnatal 21 days,RNA-Seq,150,246225600,PRJNA789927,SAMN24174547,101707863,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444216,wild type,PN120,NextSeq 500,GSM5740976,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740976,Lung,SRP351417,C57BL/6,lung
SRR17266475,postnatal 21 days,RNA-Seq,150,179999700,PRJNA789927,SAMN24174550,74863091,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444213,wild type,PN120,NextSeq 500,GSM5740973,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740973,Lung,SRP351417,C57BL/6,lung
SRR17266476,postnatal 21 days,RNA-Seq,150,231783600,PRJNA789927,SAMN24174551,95946112,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444212,wild type,PN120,NextSeq 500,GSM5740972,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740972,Lung,SRP351417,C57BL/6,lung
SRR17266478,postnatal 21 days,RNA-Seq,150,216076950,PRJNA789927,SAMN24174553,90615572,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444210,wild type,PN120,NextSeq 500,GSM5740970,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740970,Lung,SRP351417,C57BL/6,lung
SRR17266479,postnatal 21 days,RNA-Seq,150,234920550,PRJNA789927,SAMN24174554,97245359,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444209,wild type,PN120,NextSeq 500,GSM5740969,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740969,Lung,SRP351417,C57BL/6,lung
SRR17266487,postnatal 21 days,RNA-Seq,150,249673050,PRJNA789927,SAMN24174380,104247096,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444639,wild type,PN120,NextSeq 500,GSM5741143,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741143,Lung,SRP351417,C57BL/6,lung
SRR17266491,postnatal 21 days,RNA-Seq,150,197388300,PRJNA789927,SAMN24174384,82822270,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444635,wild type,PN120,NextSeq 500,GSM5741139,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741139,Lung,SRP351417,C57BL/6,lung
SRR17266494,postnatal 21 days,RNA-Seq,150,213155400,PRJNA789927,SAMN24174387,88401677,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444632,wild type,PN120,NextSeq 500,GSM5741136,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741136,Lung,SRP351417,C57BL/6,lung
SRR17266498,postnatal 21 days,RNA-Seq,150,83640900,PRJNA789927,SAMN24174391,33574890,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444628,wild type,PN120,NextSeq 500,GSM5741132,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741132,Lung,SRP351417,C57BL/6,lung
SRR17266499,postnatal 21 days,RNA-Seq,150,173269950,PRJNA789927,SAMN24174392,70513353,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444627,wild type,PN120,NextSeq 500,GSM5741131,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741131,Lung,SRP351417,C57BL/6,lung
SRR17266500,postnatal 21 days,RNA-Seq,150,185284050,PRJNA789927,SAMN24174393,75090402,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444626,wild type,PN120,NextSeq 500,GSM5741130,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741130,Lung,SRP351417,C57BL/6,lung
SRR17266501,postnatal 21 days,RNA-Seq,150,139809150,PRJNA789927,SAMN24174394,61368085,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444625,wild type,PN120,NextSeq 500,GSM5741129,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741129,Lung,SRP351417,C57BL/6,lung
SRR17266506,postnatal 21 days,RNA-Seq,150,162946500,PRJNA789927,SAMN24174399,68476411,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444620,wild type,PN120,NextSeq 500,GSM5741124,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741124,Lung,SRP351417,C57BL/6,lung
SRR17266512,postnatal 21 days,RNA-Seq,150,256675650,PRJNA789927,SAMN24174461,105791496,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444614,wild type,PN120,NextSeq 500,GSM5741062,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741062,Lung,SRP351417,C57BL/6,lung
SRR17266514,postnatal 21 days,RNA-Seq,150,165558300,PRJNA789927,SAMN24174463,68796048,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444612,wild type,PN120,NextSeq 500,GSM5741060,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741060,Lung,SRP351417,C57BL/6,lung
SRR17266516,postnatal 21 days,RNA-Seq,150,219766800,PRJNA789927,SAMN24174465,91535110,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444610,wild type,PN120,NextSeq 500,GSM5741058,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741058,Lung,SRP351417,C57BL/6,lung
SRR17266518,postnatal 21 days,RNA-Seq,150,219862050,PRJNA789927,SAMN24174467,91481190,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444608,wild type,PN120,NextSeq 500,GSM5741056,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741056,Lung,SRP351417,C57BL/6,lung
SRR17266522,postnatal 21 days,RNA-Seq,150,218500050,PRJNA789927,SAMN24174471,91430045,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444604,wild type,PN120,NextSeq 500,GSM5741052,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741052,Lung,SRP351417,C57BL/6,lung
SRR17266525,postnatal 21 days,RNA-Seq,150,158906100,PRJNA789927,SAMN24174474,66328665,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444601,wild type,PN120,NextSeq 500,GSM5741049,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741049,Lung,SRP351417,C57BL/6,lung
SRR17266529,postnatal 21 days,RNA-Seq,150,231897150,PRJNA789927,SAMN24174478,96197732,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444597,wild type,PN120,NextSeq 500,GSM5741045,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741045,Lung,SRP351417,C57BL/6,lung
SRR17266532,postnatal 21 days,RNA-Seq,150,218142900,PRJNA789927,SAMN24174481,90816759,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444594,wild type,PN120,NextSeq 500,GSM5741042,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741042,Lung,SRP351417,C57BL/6,lung
SRR17266535,postnatal 21 days,RNA-Seq,150,215566500,PRJNA789927,SAMN24174484,89208587,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444591,wild type,PN120,NextSeq 500,GSM5741039,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741039,Lung,SRP351417,C57BL/6,lung
SRR17266542,postnatal 21 days,RNA-Seq,150,330755700,PRJNA789927,SAMN24174603,134885196,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444584,wild type,PN90,NextSeq 500,GSM5740920,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740920,Lung,SRP351417,C57BL/6,lung
SRR17266543,postnatal 21 days,RNA-Seq,150,92482200,PRJNA789927,SAMN24174604,38008074,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444583,wild type,PN90,NextSeq 500,GSM5740919,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740919,Lung,SRP351417,C57BL/6,lung
SRR17266544,postnatal 21 days,RNA-Seq,150,304536750,PRJNA789927,SAMN24174605,124115750,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444582,wild type,PN90,NextSeq 500,GSM5740918,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740918,Lung,SRP351417,C57BL/6,lung
SRR17266546,postnatal 21 days,RNA-Seq,150,164952150,PRJNA789927,SAMN24174607,65511225,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444580,wild type,PN90,NextSeq 500,GSM5740916,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740916,Lung,SRP351417,C57BL/6,lung
SRR17266547,postnatal 21 days,RNA-Seq,150,8564850,PRJNA789927,SAMN24174608,3634778,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444579,wild type,PN90,NextSeq 500,GSM5740915,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740915,Lung,SRP351417,C57BL/6,lung
SRR17266551,postnatal 21 days,RNA-Seq,150,95810550,PRJNA789927,SAMN24174612,39057502,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444575,wild type,PN90,NextSeq 500,GSM5740911,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740911,Lung,SRP351417,C57BL/6,lung
SRR17266556,postnatal 21 days,RNA-Seq,150,55003200,PRJNA789927,SAMN24174617,22779657,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444570,wild type,PN90,NextSeq 500,GSM5740906,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740906,Lung,SRP351417,C57BL/6,lung
SRR17266559,postnatal 21 days,RNA-Seq,150,267886200,PRJNA789927,SAMN24174620,108106097,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444567,wild type,PN90,NextSeq 500,GSM5740903,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740903,Lung,SRP351417,C57BL/6,lung
SRR17266567,postnatal 21 days,RNA-Seq,150,159862350,PRJNA789927,SAMN24174656,63669735,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444559,wild type,PN90,NextSeq 500,GSM5740867,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740867,Lung,SRP351417,C57BL/6,lung
SRR17266569,postnatal 21 days,RNA-Seq,150,153290700,PRJNA789927,SAMN24174658,60660233,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444557,wild type,PN90,NextSeq 500,GSM5740865,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740865,Lung,SRP351417,C57BL/6,lung
SRR17266570,postnatal 21 days,RNA-Seq,150,197508900,PRJNA789927,SAMN24174659,81242243,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444556,wild type,PN90,NextSeq 500,GSM5740864,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740864,Lung,SRP351417,C57BL/6,lung
SRR17266575,postnatal 21 days,RNA-Seq,150,127680000,PRJNA789927,SAMN24174664,52229289,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444551,wild type,PN90,NextSeq 500,GSM5740859,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740859,Lung,SRP351417,C57BL/6,lung
SRR17266578,postnatal 21 days,RNA-Seq,150,148637250,PRJNA789927,SAMN24174667,59033419,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444548,wild type,PN90,NextSeq 500,GSM5740856,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740856,Lung,SRP351417,C57BL/6,lung
SRR17266581,postnatal 21 days,RNA-Seq,150,233000700,PRJNA789927,SAMN24174670,94954916,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444545,wild type,PN90,NextSeq 500,GSM5740853,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740853,Lung,SRP351417,C57BL/6,lung
SRR17266592,postnatal 21 days,RNA-Seq,150,271094250,PRJNA789927,SAMN24174681,111484065,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444534,wild type,PN90,NextSeq 500,GSM5740842,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740842,Lung,SRP351417,C57BL/6,lung
SRR17266594,postnatal 21 days,RNA-Seq,150,8877300,PRJNA789927,SAMN24174739,3729162,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444532,wild type,PN90,NextSeq 500,GSM5740784,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740784,Lung,SRP351417,C57BL/6,lung
SRR17266601,postnatal 21 days,RNA-Seq,150,117925650,PRJNA789927,SAMN24174746,46828608,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444525,wild type,PN90,NextSeq 500,GSM5740777,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740777,Lung,SRP351417,C57BL/6,lung
SRR17266608,postnatal 21 days,RNA-Seq,150,115078350,PRJNA789927,SAMN24174753,47548105,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444518,wild type,PN90,NextSeq 500,GSM5740770,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740770,Lung,SRP351417,C57BL/6,lung
SRR17266610,postnatal 21 days,RNA-Seq,150,19545450,PRJNA789927,SAMN24174755,8106709,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444516,wild type,PN90,NextSeq 500,GSM5740768,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740768,Lung,SRP351417,C57BL/6,lung
SRR17266614,postnatal 21 days,RNA-Seq,150,218907750,PRJNA789927,SAMN24174759,89485283,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444512,wild type,PN90,NextSeq 500,GSM5740764,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740764,Lung,SRP351417,C57BL/6,lung
SRR17266623,postnatal 21 days,RNA-Seq,150,102066600,PRJNA789927,SAMN24174558,42760223,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444941,wild type,PN120,NextSeq 500,GSM5740965,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740965,Lung,SRP351417,C57BL/6,lung
